User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours,stress_target
U17594,31,Other,Professional,iOS,7.8,7.0,8,5.0,4,54,6,3.3,baixo estresse
U17595,59,Male,Freelancer,Android,6.4,7.4,2,7.0,3,32,6,8.9,baixo estresse
U17596,30,Other,Professional,Android,6.5,6.7,4,6.9,9,33,0,12.8,muito estressado
U17597,45,Other,Professional,Android,1.4,6.0,10,5.6,6,16,1,5.4,estressado
U17598,41,Female,Student,iOS,3.4,8.0,3,6.7,3,56,2,4.3,baixo estresse
U17599,22,Male,Professional,iOS,4.3,0.5,10,8.6,3,25,2,13.9,baixo estresse
U17600,35,Female,Professional,Android,11.3,7.7,3,6.4,3,35,6,7.5,baixo estresse
U17601,44,Other,Student,iOS,10.6,5.7,5,5.7,10,15,0,6.9,muito estressado
U17602,59,Other,Student,Android,7.3,6.2,10,5.7,10,51,4,4.1,muito estressado
U17603,19,Female,Business Owner,Android,1.3,7.1,1,8.8,2,56,4,12.3,sem estresse
U17604,37,Female,Student,iOS,1.8,2.9,6,7.7,4,52,0,5.7,baixo estresse
U17605,20,Other,Business Owner,Android,2.8,5.7,1,8.6,6,26,4,13.9,estressado
U17606,25,Female,Business Owner,iOS,9.0,3.2,6,6.3,6,49,5,8.3,estressado
U17607,37,Other,Professional,Android,9.2,8.0,9,8.4,10,50,0,4.4,muito estressado
U17608,27,Other,Business Owner,Android,2.9,2.0,7,7.8,10,40,2,8.6,muito estressado
U17609,34,Other,Freelancer,iOS,10.7,2.4,8,7.3,8,5,2,2.5,muito estressado
U17610,47,Other,Student,Android,4.3,3.4,10,4.5,10,55,6,8.3,muito estressado
U17611,31,Male,Business Owner,iOS,2.2,2.8,1,8.2,1,18,3,5.2,sem estresse
U17612,25,Other,Freelancer,iOS,4.6,4.1,5,6.3,7,54,4,7.2,estressado
U17613,58,Other,Student,iOS,4.5,5.3,2,8.9,2,28,6,4.8,sem estresse
U17614,19,Male,Professional,iOS,9.6,5.8,9,5.7,4,17,6,5.8,baixo estresse
U17615,48,Other,Business Owner,Android,3.7,3.7,5,5.9,8,21,6,9.3,muito estressado
U17616,29,Other,Freelancer,iOS,1.4,1.1,9,5.0,2,59,3,10.6,sem estresse
U17617,18,Male,Student,iOS,10.3,3.3,6,4.0,3,5,1,6.6,baixo estresse
U17618,25,Other,Business Owner,iOS,3.2,2.8,10,7.4,6,34,6,9.2,estressado
U17619,23,Other,Business Owner,Android,3.0,7.5,4,4.2,4,34,0,10.6,baixo estresse
U17620,33,Female,Professional,iOS,6.1,3.7,6,5.2,9,16,5,7.2,muito estressado
U17621,47,Other,Professional,iOS,5.2,3.2,2,6.0,4,45,5,11.3,baixo estresse
U17622,55,Other,Freelancer,Android,9.4,1.7,7,4.2,5,12,6,4.3,estressado
U17623,53,Female,Business Owner,iOS,7.8,7.9,9,8.2,2,11,6,2.8,sem estresse
U17624,35,Female,Professional,iOS,6.6,2.2,7,5.7,1,35,6,6.2,sem estresse
U17625,35,Female,Professional,iOS,1.0,4.5,8,4.9,5,37,5,4.6,estressado
U17626,19,Male,Student,iOS,4.7,6.9,10,8.3,8,32,3,10.5,muito estressado
U17627,54,Male,Professional,Android,1.4,5.0,3,6.7,6,10,3,13.0,estressado
U17628,48,Male,Student,Android,11.2,3.6,10,5.5,3,44,5,11.1,baixo estresse
U17629,22,Other,Student,Android,11.3,4.3,7,7.6,6,23,3,5.0,estressado
U17630,27,Male,Business Owner,Android,9.7,7.4,1,6.6,4,59,4,11.1,baixo estresse
U17631,31,Other,Professional,Android,2.6,6.0,8,5.8,10,52,2,3.9,muito estressado
U17632,22,Other,Business Owner,iOS,11.7,6.2,8,5.0,5,8,5,11.2,estressado
U17633,43,Other,Freelancer,Android,9.4,3.6,7,4.1,9,18,0,4.1,muito estressado
U17634,42,Male,Professional,iOS,10.1,5.8,1,6.4,3,49,3,5.9,baixo estresse
U17635,19,Male,Business Owner,iOS,2.0,3.9,5,5.6,2,54,1,4.3,sem estresse
U17636,20,Male,Professional,iOS,3.4,4.7,3,6.3,7,8,2,3.9,estressado
U17637,49,Female,Freelancer,Android,2.5,6.7,2,5.9,7,9,5,5.1,estressado
U17638,45,Male,Student,Android,5.6,3.6,8,8.6,1,13,2,8.8,sem estresse
U17639,47,Female,Business Owner,iOS,11.6,5.3,10,8.9,3,37,5,8.8,baixo estresse
U17640,44,Female,Student,iOS,8.6,1.4,2,5.6,7,30,4,3.9,estressado
U17641,29,Male,Business Owner,iOS,2.1,1.6,6,5.2,3,54,2,6.7,baixo estresse
U17642,18,Female,Freelancer,Android,1.6,6.8,9,5.8,9,7,3,9.4,muito estressado
U17643,54,Female,Business Owner,Android,5.3,6.5,9,5.1,10,17,0,8.1,muito estressado
U17644,20,Other,Business Owner,iOS,11.0,7.9,4,7.1,9,8,2,6.3,muito estressado
U17645,60,Female,Student,Android,4.4,6.2,4,6.6,1,7,5,12.0,sem estresse
U17646,22,Male,Business Owner,Android,3.8,0.7,5,8.5,6,39,4,6.9,estressado
U17647,35,Female,Freelancer,Android,8.3,1.4,2,7.1,1,54,1,2.1,sem estresse
U17648,36,Male,Professional,Android,2.8,5.7,2,5.8,6,46,5,8.4,estressado
U17649,48,Female,Freelancer,Android,7.4,6.1,7,7.4,4,15,4,9.9,baixo estresse
U17650,30,Male,Freelancer,Android,7.4,4.7,1,4.1,5,50,2,13.4,estressado
U17651,35,Male,Professional,Android,1.4,2.7,4,6.1,2,55,0,6.0,sem estresse
U17652,19,Male,Freelancer,Android,5.2,6.5,5,5.5,7,10,6,4.9,estressado
U17653,60,Female,Business Owner,Android,10.9,2.6,9,7.7,7,60,3,3.6,estressado
U17654,35,Male,Freelancer,iOS,9.9,2.8,6,7.8,8,27,0,10.8,muito estressado
U17655,30,Male,Student,iOS,3.6,3.8,7,4.6,7,22,6,12.8,estressado
U17656,33,Other,Freelancer,iOS,7.4,1.3,10,5.1,3,46,1,10.2,baixo estresse
U17657,46,Other,Business Owner,Android,1.9,2.0,1,5.6,1,46,5,11.6,sem estresse
U17658,18,Other,Student,Android,9.5,4.6,8,8.8,10,60,3,5.3,muito estressado
U17659,59,Female,Student,iOS,7.7,2.3,4,8.8,10,5,4,6.8,muito estressado
U17660,20,Female,Business Owner,Android,6.8,1.6,3,7.8,7,59,1,11.3,estressado
U17661,54,Female,Student,Android,3.4,1.7,9,5.0,7,9,1,13.3,estressado
U17662,45,Other,Business Owner,iOS,5.7,4.9,2,6.4,5,18,2,3.7,estressado
U17663,53,Female,Business Owner,Android,4.3,0.8,9,4.7,3,38,4,9.1,baixo estresse
U17664,49,Other,Student,iOS,7.9,1.2,4,4.4,1,46,6,5.5,sem estresse
U17665,32,Female,Business Owner,iOS,5.8,6.1,2,6.1,1,21,0,7.1,sem estresse
U17666,21,Other,Business Owner,iOS,3.5,6.8,8,8.9,5,28,2,9.6,estressado
U17667,36,Other,Professional,Android,1.3,7.0,9,7.2,8,57,0,5.5,muito estressado
U17668,41,Female,Professional,Android,8.6,5.6,9,4.2,10,59,6,9.4,muito estressado
U17669,23,Male,Professional,iOS,11.1,3.1,6,6.6,4,44,5,4.6,baixo estresse
U17670,56,Male,Professional,Android,1.6,2.8,6,6.9,6,42,5,11.0,estressado
U17671,41,Male,Business Owner,iOS,11.5,3.7,9,8.5,2,21,4,12.8,sem estresse
U17672,47,Female,Professional,iOS,1.8,7.8,8,5.5,5,25,2,4.1,estressado
U17673,48,Male,Professional,iOS,9.9,2.4,4,5.6,2,26,2,4.7,sem estresse
U17674,52,Male,Professional,iOS,6.3,4.1,4,6.9,4,21,1,5.2,baixo estresse
U17675,28,Male,Freelancer,iOS,6.2,3.1,10,6.2,4,48,4,5.4,baixo estresse
U17676,41,Other,Student,Android,4.8,1.7,7,7.5,9,10,6,11.3,muito estressado
U17677,60,Other,Freelancer,iOS,8.6,8.0,9,7.6,10,27,4,7.1,muito estressado
U17678,41,Other,Professional,iOS,3.9,0.5,4,5.7,9,30,4,14.0,muito estressado
U17679,53,Female,Professional,iOS,1.1,7.4,8,4.2,1,27,4,11.4,sem estresse
U17680,52,Female,Freelancer,iOS,1.2,4.5,2,5.4,6,48,6,3.5,estressado
U17681,27,Male,Freelancer,Android,10.9,1.9,3,4.6,3,35,2,13.1,baixo estresse
U17682,38,Female,Freelancer,Android,6.6,0.6,10,8.6,6,34,2,12.4,estressado
U17683,58,Other,Professional,Android,2.4,7.4,8,8.5,1,10,2,7.5,sem estresse
U17684,40,Other,Professional,iOS,1.9,5.6,10,5.6,1,43,2,10.3,sem estresse
U17685,44,Female,Freelancer,Android,1.6,3.2,2,5.2,4,48,0,9.1,baixo estresse
U17686,29,Female,Student,Android,11.1,4.4,5,8.3,10,31,5,4.8,muito estressado
U17687,55,Male,Business Owner,iOS,3.8,3.9,9,8.6,6,24,4,9.7,estressado
U17688,43,Other,Professional,iOS,10.3,3.4,8,4.6,3,41,3,12.5,baixo estresse
U17689,41,Female,Professional,iOS,2.3,3.5,1,4.1,4,39,0,12.6,baixo estresse
U17690,47,Other,Professional,Android,6.8,5.7,3,5.0,10,6,1,8.5,muito estressado
U17691,40,Female,Student,iOS,9.6,4.4,1,8.9,6,56,1,8.6,estressado
U17692,36,Other,Business Owner,iOS,5.9,1.0,10,6.7,1,43,0,2.3,sem estresse
U17693,27,Female,Professional,Android,3.4,6.5,2,5.5,7,18,3,10.4,estressado
U17694,49,Other,Business Owner,iOS,5.0,7.5,9,5.4,1,44,0,7.2,sem estresse
U17695,52,Male,Professional,iOS,9.5,6.8,3,4.9,8,48,1,12.4,muito estressado
U17696,44,Male,Business Owner,iOS,6.1,6.7,8,7.0,1,55,4,5.1,sem estresse
U17697,41,Male,Student,Android,8.3,6.8,8,7.6,9,29,5,5.2,muito estressado
U17698,45,Female,Business Owner,iOS,5.3,3.7,1,4.3,10,57,2,2.8,muito estressado
U17699,23,Female,Freelancer,Android,2.5,5.3,4,4.5,6,14,4,6.8,estressado
U17700,56,Female,Student,iOS,9.1,6.7,1,7.1,5,58,4,3.5,estressado
U17701,34,Female,Professional,iOS,6.9,6.8,1,7.5,8,13,6,11.6,muito estressado
U17702,26,Male,Student,iOS,2.4,5.0,6,6.3,8,17,4,11.8,muito estressado
U17703,39,Other,Professional,Android,3.5,5.2,8,8.8,3,29,3,9.4,baixo estresse
U17704,40,Male,Business Owner,iOS,6.6,5.1,2,4.4,5,41,2,8.3,estressado
U17705,59,Male,Student,iOS,7.5,1.5,3,6.1,3,44,0,13.8,baixo estresse
U17706,47,Other,Student,iOS,2.6,1.1,6,7.9,5,44,4,10.9,estressado
U17707,46,Male,Business Owner,iOS,10.7,0.6,9,6.7,1,40,1,6.2,sem estresse
U17708,52,Other,Student,iOS,10.9,2.4,8,6.2,1,54,0,10.2,sem estresse
U17709,28,Male,Professional,iOS,11.7,6.2,9,7.0,8,29,0,2.9,muito estressado
U17710,20,Female,Student,Android,4.6,6.3,2,7.7,9,43,6,8.2,muito estressado
U17711,39,Female,Business Owner,Android,8.9,2.1,2,8.0,2,52,4,10.4,sem estresse
U17712,50,Other,Freelancer,iOS,6.9,1.9,7,5.5,1,48,1,9.1,sem estresse
U17713,58,Female,Professional,iOS,4.9,4.0,2,7.7,2,55,2,6.4,sem estresse
U17714,27,Male,Business Owner,Android,8.5,5.8,8,5.4,2,31,4,12.3,sem estresse
U17715,56,Other,Freelancer,iOS,11.3,1.6,7,8.2,9,32,4,5.4,muito estressado
U17716,39,Other,Freelancer,Android,2.2,1.8,5,8.6,2,23,5,12.5,sem estresse
U17717,52,Other,Student,Android,5.7,4.5,3,5.2,3,19,4,10.0,baixo estresse
U17718,58,Other,Business Owner,Android,11.1,6.9,9,6.5,8,52,1,7.3,muito estressado
U17719,28,Female,Professional,iOS,3.6,5.4,2,5.9,1,51,5,2.2,sem estresse
U17720,54,Other,Freelancer,Android,7.6,1.0,6,6.5,7,31,1,5.6,estressado
U17721,26,Female,Freelancer,iOS,7.2,3.4,1,6.1,5,23,6,2.9,estressado
U17722,31,Other,Professional,Android,5.5,7.1,6,7.9,5,7,3,13.8,estressado
U17723,43,Female,Business Owner,Android,11.1,4.5,8,8.0,4,49,0,2.9,baixo estresse
U17724,23,Other,Professional,Android,3.1,2.4,3,4.9,10,28,2,8.6,muito estressado
U17725,44,Male,Freelancer,iOS,11.4,6.0,8,5.2,10,52,0,6.4,muito estressado
U17726,25,Female,Student,Android,3.7,5.8,2,7.4,7,60,5,5.6,estressado
U17727,50,Other,Freelancer,iOS,11.9,7.2,2,8.6,9,21,1,2.7,muito estressado
U17728,52,Female,Student,iOS,5.2,7.6,1,6.5,1,45,6,6.0,sem estresse
U17729,20,Male,Student,Android,4.4,0.9,6,7.3,6,27,0,9.7,estressado
U17730,51,Female,Freelancer,Android,5.3,6.1,10,8.7,3,6,4,6.8,baixo estresse
U17731,24,Male,Freelancer,iOS,9.1,1.4,7,4.8,2,16,4,3.4,sem estresse
U17732,54,Male,Business Owner,Android,3.7,6.3,9,4.8,3,25,3,7.6,baixo estresse
U17733,18,Male,Freelancer,iOS,9.7,2.3,3,8.0,6,5,3,6.3,estressado
U17734,34,Female,Business Owner,iOS,4.3,1.6,5,7.7,3,58,5,5.8,baixo estresse
U17735,53,Other,Business Owner,iOS,11.6,5.3,9,4.5,4,20,3,9.2,baixo estresse
U17736,60,Female,Student,iOS,6.7,6.1,5,6.8,10,25,1,9.2,muito estressado
U17737,28,Female,Student,iOS,11.3,2.5,5,5.2,6,22,0,7.6,estressado
U17738,32,Male,Professional,iOS,3.9,3.5,7,7.8,3,29,0,6.2,baixo estresse
U17739,39,Other,Professional,Android,7.0,7.9,4,7.9,6,47,5,6.3,estressado
U17740,49,Male,Freelancer,iOS,2.6,5.1,3,7.0,10,48,4,12.2,muito estressado
U17741,25,Male,Business Owner,iOS,3.7,7.8,6,9.0,8,47,3,13.8,muito estressado
U17742,38,Female,Student,iOS,7.7,7.9,9,7.2,7,5,0,12.6,estressado
U17743,41,Other,Student,Android,5.9,1.5,9,4.5,8,53,6,13.1,muito estressado
U17744,53,Other,Business Owner,Android,9.0,2.6,1,6.4,2,48,0,9.3,sem estresse
U17745,43,Female,Freelancer,Android,10.0,7.7,8,8.6,5,54,0,7.0,estressado
U17746,51,Male,Freelancer,Android,6.2,7.8,8,6.7,5,56,1,12.6,estressado
U17747,60,Female,Freelancer,Android,9.6,4.9,8,7.2,5,50,1,3.2,estressado
U17748,43,Male,Freelancer,iOS,11.0,1.9,1,7.9,10,57,6,3.8,muito estressado
U17749,32,Other,Business Owner,Android,8.4,1.0,7,7.7,2,18,3,4.3,sem estresse
U17750,54,Male,Professional,Android,9.6,2.4,1,4.5,2,30,0,8.1,sem estresse
U17751,40,Other,Professional,Android,4.8,3.4,7,5.7,9,14,5,13.7,muito estressado
U17752,44,Other,Freelancer,iOS,3.7,4.6,6,5.2,6,33,0,6.0,estressado
U17753,24,Male,Professional,iOS,5.4,1.6,5,5.6,2,28,1,7.5,sem estresse
U17754,32,Other,Freelancer,iOS,9.0,2.2,7,4.7,3,56,5,7.0,baixo estresse
U17755,58,Male,Professional,iOS,7.7,0.8,9,6.3,10,55,4,11.6,muito estressado
U17756,59,Other,Business Owner,iOS,6.9,7.3,7,5.4,7,19,0,6.3,estressado
U17757,47,Female,Student,Android,8.3,2.6,10,4.1,6,38,6,10.4,estressado
U17758,27,Male,Freelancer,iOS,5.1,2.9,4,8.5,10,19,0,12.3,muito estressado
U17759,30,Other,Professional,iOS,4.1,7.5,1,7.1,7,55,2,7.4,estressado
U17760,18,Other,Business Owner,Android,11.5,4.4,4,4.9,6,12,5,10.7,estressado
U17761,50,Other,Student,iOS,4.9,5.7,8,7.9,6,16,2,9.6,estressado
U17762,24,Other,Student,iOS,4.8,7.5,5,4.0,5,59,6,2.1,estressado
U17763,49,Other,Freelancer,iOS,1.7,2.1,9,5.1,7,23,2,2.8,estressado
U17764,27,Other,Business Owner,iOS,10.5,3.6,9,5.9,3,60,5,3.5,baixo estresse
U17765,22,Other,Professional,iOS,10.1,5.3,7,7.2,7,32,5,11.8,estressado
U17766,37,Male,Freelancer,iOS,4.4,0.6,5,7.8,1,27,3,11.7,sem estresse
U17767,33,Female,Student,Android,11.8,4.8,6,4.9,9,38,6,2.2,muito estressado
U17768,43,Male,Business Owner,Android,1.2,7.1,10,5.8,4,5,0,4.6,baixo estresse
U17769,37,Female,Business Owner,Android,6.7,1.9,3,6.2,2,52,5,12.6,sem estresse
U17770,31,Other,Student,Android,3.9,5.2,2,4.5,2,29,5,8.7,sem estresse
U17771,52,Male,Professional,Android,2.8,7.6,6,4.1,4,55,5,6.9,baixo estresse
U17772,58,Female,Business Owner,iOS,5.4,4.8,10,7.5,1,11,1,13.6,sem estresse
U17773,24,Male,Student,iOS,4.6,4.7,4,5.4,3,34,4,12.4,baixo estresse
U17774,30,Female,Professional,iOS,7.4,2.2,8,5.9,10,45,6,3.8,muito estressado
U17775,19,Male,Business Owner,Android,11.0,7.6,6,4.4,5,26,3,4.6,estressado
U17776,19,Other,Freelancer,iOS,11.2,5.0,1,6.5,8,16,1,13.0,muito estressado
U17777,19,Female,Student,Android,3.0,3.6,6,8.9,8,31,4,3.8,muito estressado
U17778,36,Male,Business Owner,Android,1.7,0.5,1,6.2,10,22,1,13.7,muito estressado
U17779,25,Other,Professional,iOS,2.9,1.2,2,6.6,1,13,2,6.3,sem estresse
U17780,31,Male,Freelancer,Android,11.6,5.5,8,9.0,10,58,1,7.8,muito estressado
U17781,29,Other,Professional,Android,10.8,6.5,8,6.2,4,13,5,11.1,baixo estresse
U17782,22,Male,Business Owner,Android,6.6,1.7,2,4.9,9,17,1,13.0,muito estressado
U17783,22,Other,Professional,iOS,9.0,3.6,10,4.1,8,26,1,12.6,muito estressado
U17784,34,Female,Professional,Android,1.1,8.0,10,6.2,5,37,4,13.2,estressado
U17785,46,Female,Professional,Android,3.4,5.3,9,6.8,2,53,6,12.4,sem estresse
U17786,25,Other,Freelancer,Android,8.7,4.8,9,6.6,5,18,4,12.5,estressado
U17787,45,Female,Professional,iOS,10.9,1.3,6,4.3,9,45,5,12.6,muito estressado
U17788,40,Other,Student,iOS,2.7,1.6,5,6.9,1,15,6,7.7,sem estresse
U17789,60,Male,Student,Android,2.4,7.1,7,7.7,7,6,0,9.2,estressado
U17790,43,Other,Student,iOS,9.2,7.1,9,5.0,1,52,3,7.5,sem estresse
U17791,18,Other,Freelancer,Android,8.9,7.0,6,4.9,9,45,5,7.3,muito estressado
U17792,56,Female,Business Owner,Android,6.9,5.3,9,8.1,2,54,5,2.4,sem estresse
U17793,37,Male,Business Owner,iOS,8.2,6.3,8,4.6,3,41,1,2.5,baixo estresse
U17794,39,Female,Business Owner,iOS,7.4,4.6,9,5.0,5,58,1,12.7,estressado
U17795,42,Female,Freelancer,Android,10.8,5.6,10,4.2,4,36,1,2.7,baixo estresse
U17796,41,Male,Freelancer,iOS,10.2,7.9,10,6.1,6,36,3,8.1,estressado
U17797,31,Male,Professional,iOS,5.4,5.5,6,6.1,3,57,5,3.1,baixo estresse
U17798,37,Male,Business Owner,iOS,7.5,3.3,10,8.1,10,51,2,7.4,muito estressado
U17799,45,Female,Student,Android,2.0,4.3,1,7.4,10,34,3,8.7,muito estressado
U17800,57,Female,Business Owner,Android,6.7,0.7,10,6.7,2,19,1,10.0,sem estresse
U17801,55,Female,Professional,iOS,6.8,4.2,2,5.4,5,27,6,5.0,estressado
U17802,48,Male,Student,iOS,11.6,8.0,6,8.3,8,41,6,11.0,muito estressado
U17803,58,Female,Student,Android,10.7,7.0,1,8.0,3,37,3,12.1,baixo estresse
U17804,57,Other,Freelancer,iOS,7.8,5.4,8,7.2,7,52,4,10.7,estressado
U17805,55,Female,Professional,iOS,3.8,4.3,9,6.1,2,19,5,6.9,sem estresse
U17806,20,Other,Professional,iOS,5.2,2.7,7,5.6,6,19,2,11.3,estressado
U17807,49,Male,Professional,iOS,5.4,5.2,6,7.1,7,27,5,7.3,estressado
U17808,20,Other,Business Owner,Android,10.8,1.1,8,7.8,2,43,2,8.8,sem estresse
U17809,49,Other,Professional,Android,3.0,2.2,6,8.6,1,29,5,8.4,sem estresse
U17810,38,Other,Student,Android,3.8,4.9,10,8.7,10,58,5,6.9,muito estressado
U17811,40,Male,Freelancer,Android,2.4,1.5,10,8.4,1,5,5,13.4,sem estresse
U17812,19,Female,Freelancer,iOS,2.8,2.6,5,4.5,2,53,5,4.4,sem estresse
U17813,34,Female,Freelancer,iOS,11.9,5.0,2,5.9,5,31,5,6.7,estressado
U17814,48,Male,Business Owner,Android,4.2,5.8,4,8.3,10,42,3,12.5,muito estressado
U17815,42,Other,Student,iOS,1.6,6.5,7,4.9,9,11,0,4.5,muito estressado
U17816,52,Other,Freelancer,Android,11.2,4.7,7,6.8,10,20,5,5.0,muito estressado
U17817,24,Female,Professional,Android,8.7,0.9,2,6.3,5,48,3,8.0,estressado
U17818,45,Male,Professional,iOS,6.7,3.8,9,8.8,9,22,2,2.3,muito estressado
U17819,55,Female,Freelancer,iOS,10.7,2.3,1,7.1,1,21,5,2.7,sem estresse
U17820,57,Male,Freelancer,iOS,4.2,3.6,5,8.0,3,51,2,13.9,baixo estresse
U17821,40,Female,Freelancer,Android,3.8,4.7,7,5.5,4,28,5,3.7,baixo estresse
U17822,49,Male,Student,iOS,10.4,4.0,7,8.8,10,56,6,2.4,muito estressado
U17823,19,Other,Business Owner,Android,8.1,6.7,7,8.3,1,15,5,9.9,sem estresse
U17824,42,Male,Business Owner,iOS,10.0,4.0,1,7.5,10,60,5,10.7,muito estressado
U17825,20,Female,Freelancer,iOS,2.6,5.2,8,6.8,9,13,1,13.7,muito estressado
U17826,49,Female,Business Owner,iOS,1.2,3.2,7,8.5,9,15,4,10.0,muito estressado
U17827,23,Other,Business Owner,Android,2.9,5.5,5,5.4,4,12,2,7.1,baixo estresse
U17828,48,Other,Business Owner,Android,5.9,1.2,8,4.5,7,45,2,10.8,estressado
U17829,34,Female,Student,iOS,10.2,1.6,3,7.9,3,20,2,13.9,baixo estresse
U17830,52,Male,Business Owner,Android,6.3,6.1,3,6.6,7,27,3,12.1,estressado
U17831,23,Female,Freelancer,Android,3.9,2.2,7,6.1,9,31,1,4.8,muito estressado
U17832,23,Other,Student,iOS,6.6,6.3,4,8.3,1,38,6,2.7,sem estresse
U17833,33,Male,Freelancer,iOS,10.6,5.8,2,4.9,3,30,2,6.9,baixo estresse
U17834,58,Other,Professional,Android,9.0,2.2,9,4.1,7,41,2,11.1,estressado
U17835,24,Other,Student,Android,11.9,2.2,1,6.7,7,33,4,4.2,estressado
U17836,47,Other,Student,iOS,1.9,1.8,1,6.8,3,23,3,4.9,baixo estresse
U17837,42,Other,Student,iOS,1.2,5.9,1,5.0,6,44,0,11.1,estressado
U17838,39,Female,Student,Android,9.2,5.1,5,5.2,1,18,1,11.9,sem estresse
U17839,33,Other,Business Owner,iOS,7.3,6.0,4,8.6,7,36,1,4.3,estressado
U17840,56,Other,Professional,iOS,7.0,7.1,5,5.0,9,42,6,13.2,muito estressado
U17841,48,Female,Student,iOS,11.5,1.3,2,5.1,3,21,1,10.0,baixo estresse
U17842,20,Other,Professional,iOS,3.0,7.8,3,7.1,8,11,0,7.6,muito estressado
U17843,38,Male,Professional,iOS,6.6,7.5,3,8.9,2,14,1,6.1,sem estresse
U17844,37,Female,Freelancer,Android,10.3,0.8,4,8.4,10,36,1,8.3,muito estressado
U17845,53,Female,Business Owner,iOS,3.5,2.1,8,4.5,7,55,1,8.2,estressado
U17846,46,Other,Professional,iOS,2.8,2.6,2,9.0,8,32,4,7.5,muito estressado
U17847,31,Male,Business Owner,Android,9.0,7.0,2,8.8,10,39,1,13.5,muito estressado
U17848,57,Male,Professional,iOS,1.6,4.0,1,8.5,3,55,3,5.0,baixo estresse
U17849,44,Other,Business Owner,iOS,7.8,2.0,2,8.6,7,44,1,12.0,estressado
U17850,24,Male,Professional,Android,8.3,0.6,8,9.0,5,15,3,4.0,estressado
U17851,18,Other,Student,Android,10.9,1.5,8,5.7,6,47,0,11.9,estressado
U17852,26,Other,Freelancer,Android,9.3,6.4,6,8.2,8,10,5,9.0,muito estressado
U17853,55,Other,Student,iOS,9.7,7.6,10,4.8,9,15,6,12.7,muito estressado
U17854,19,Male,Freelancer,Android,10.9,4.3,8,8.8,5,28,6,5.9,estressado
U17855,50,Male,Freelancer,Android,6.6,1.4,5,7.7,1,15,6,7.2,sem estresse
U17856,46,Male,Freelancer,iOS,3.6,4.4,1,4.8,2,8,3,10.2,sem estresse
U17857,22,Female,Professional,iOS,11.5,2.7,4,8.8,7,20,3,2.9,estressado
U17858,50,Female,Business Owner,Android,5.0,2.6,1,8.6,10,44,1,10.1,muito estressado
U17859,29,Female,Business Owner,Android,10.0,6.8,7,7.9,2,52,0,9.5,sem estresse
U17860,47,Male,Business Owner,Android,8.6,1.9,10,7.4,9,41,5,9.5,muito estressado
U17861,35,Female,Freelancer,Android,1.2,0.5,5,8.5,1,58,5,11.6,sem estresse
U17862,54,Male,Freelancer,iOS,7.2,6.4,6,8.3,7,24,2,7.4,estressado
U17863,42,Other,Business Owner,iOS,2.2,5.8,9,9.0,4,56,4,6.8,baixo estresse
U17864,52,Male,Student,Android,7.8,6.3,3,7.1,2,19,1,10.6,sem estresse
U17865,59,Other,Professional,iOS,6.9,7.7,10,8.9,2,39,4,13.0,sem estresse
U17866,21,Female,Business Owner,iOS,10.3,1.4,3,6.6,4,17,4,11.2,baixo estresse
U17867,34,Male,Student,Android,5.7,0.9,10,8.3,9,9,6,10.9,muito estressado
U17868,55,Male,Freelancer,Android,7.2,1.6,6,8.8,9,32,4,7.4,muito estressado
U17869,25,Male,Student,iOS,8.0,7.3,1,7.2,10,16,2,4.2,muito estressado
U17870,51,Other,Freelancer,iOS,1.6,6.4,3,5.8,9,26,4,6.9,muito estressado
U17871,49,Female,Student,iOS,1.4,0.7,1,6.1,4,15,6,7.7,baixo estresse
U17872,29,Other,Freelancer,iOS,6.9,3.8,1,7.5,6,41,0,7.0,estressado
U17873,46,Other,Freelancer,iOS,7.4,5.0,9,6.5,5,14,6,7.2,estressado
U17874,36,Male,Student,iOS,9.3,4.1,9,5.7,6,49,4,4.5,estressado
U17875,28,Other,Professional,Android,3.0,7.9,3,5.1,2,45,0,9.1,sem estresse
U17876,20,Female,Business Owner,iOS,7.7,2.8,9,8.4,1,44,5,9.1,sem estresse
U17877,36,Other,Professional,Android,7.0,5.6,7,5.7,9,26,0,6.3,muito estressado
U17878,56,Male,Professional,Android,3.0,3.5,9,4.1,1,25,2,4.8,sem estresse
U17879,39,Female,Freelancer,Android,10.0,6.6,2,5.7,4,15,0,9.2,baixo estresse
U17880,45,Male,Freelancer,Android,1.8,3.8,9,8.1,2,60,0,6.3,sem estresse
U17881,25,Other,Student,iOS,10.5,4.5,1,7.3,3,38,2,4.8,baixo estresse
U17882,27,Female,Freelancer,Android,4.8,4.7,8,4.5,6,39,6,7.9,estressado
U17883,22,Other,Business Owner,iOS,8.9,3.9,3,7.2,9,28,1,12.7,muito estressado
U17884,30,Male,Professional,iOS,5.9,1.3,10,4.9,10,57,4,3.7,muito estressado
U17885,48,Male,Freelancer,iOS,8.6,4.0,5,8.0,7,51,4,6.7,estressado
U17886,49,Female,Professional,iOS,11.5,4.5,1,4.1,2,45,0,8.8,sem estresse
U17887,33,Female,Freelancer,iOS,5.9,2.9,5,6.5,7,52,0,9.5,estressado
U17888,18,Other,Business Owner,iOS,4.8,3.6,6,8.0,9,49,4,13.8,muito estressado
